number,district,address,amount
7.290,Красногвардейский,"Передовиков ул., д.29, к.2",6
7.291,Красногвардейский,"Передовиков ул., д.37",6
7.292,Красногвардейский,"Передовиков ул., д.9",4
7.293,Красногвардейский,Пересечение Большеохтинского пр. и Красногвардейской пл.,3
7.294,Красногвардейский,Пересечение пр. Косыгина и ул. Коммуны,4
7.295,Красногвардейский,Пересечение пр. Шаумяна и Красногвардейской пл.,1
7.296,Красногвардейский,"Петра Смородина ул., д.12",9
7.297,Красногвардейский,"Петра Смородина ул., д.14",6
7.298,Красногвардейский,"Петра Смородина ул., д.20",4
7.299,Красногвардейский,"Петра Смородина ул., д.4",6
7.300,Красногвардейский,"Петра Смородина ул., д.6",9
7.301,Красногвардейский,"Петра Смородина ул., д.8",6
7.302,Красногвардейский,"Пискаревский пр., д.155, к.2",5
7.303,Красногвардейский,"Пискаревский пр., д.159, к.2",5
7.304,Красногвардейский,"Пискаревский пр., д.21, к.2",1
7.305,Красногвардейский,"Пискаревский пр., д.33",1
7.306,Красногвардейский,"Пискаревский пр., д.37",3
7.307,Красногвардейский,"Пискаревский пр., д.39",7
7.308,Красногвардейский,"Пискаревский пр., д.9, к.1",3
7.309,Красногвардейский,"Революции ш., д.15",8
7.310,Красногвардейский,"Революции ш., д.18",5
7.311,Красногвардейский,"Революции ш., д.20",7
7.312,Красногвардейский,"Революции ш., д.23",5
7.313,Красногвардейский,"Революции ш., д.29",5
7.314,Красногвардейский,"Революции ш., д.33, к.2",5
7.315,Красногвардейский,"Революции ш., д.33, к.3",5
7.316,Красногвардейский,"Революции ш., д.33, к.4",5
7.317,Красногвардейский,"Революции ш., д.33, к.5",5
7.318,Красногвардейский,"Революции ш., д.33, к.6",5
7.319,Красногвардейский,"Революции ш., д.37, к.1",7
7.320,Красногвардейский,"Революции ш., д.43",4
7.321,Красногвардейский,"Революции ш., д.45",4
7.322,Красногвардейский,"Революции ш., д.69А",4
7.323,Красногвардейский,"Республиканская ул., д. 12",3
7.324,Красногвардейский,"Рижская ул., д.2",1
7.325,Красногвардейский,"Рябовское ш., д.121, к.3",4
7.326,Красногвардейский,"Свердловская наб., д.60",5
7.327,Красногвардейский,"Свердловская наб., д.64",5
7.328,Красногвардейский,"Синявинская ул., д.26",5
7.329,Красногвардейский,"Среднеохтинский пр., д.20",4
7.330,Красногвардейский,"Стасовой ул., д.5",8
7.331,Красногвардейский,"Стасовой ул., д.6",8
7.332,Красногвардейский,"Стасовой ул., д.8",4
7.333,Красногвардейский,"Стасовой ул., д.9",5
7.334,Красногвардейский,"Стахановцев ул., д.11",3
7.335,Красногвардейский,"Стахановцев ул., д.5",3
7.336,Красногвардейский,"Таллинская ул., д.18",5
7.337,Красногвардейский,"Таллинская ул., д.20/49",1
7.338,Красногвардейский,"Ударников пр., д.15, к.1",8
7.339,Красногвардейский,"Ударников пр., д.17, к.1",1
7.340,Красногвардейский,"Ударников пр., д.18",1
7.341,Красногвардейский,"Ударников пр., д.21, к.2",8
7.342,Красногвардейский,"Ударников пр., д.24",3
7.343,Красногвардейский,"Ударников пр., д.26",3
7.344,Красногвардейский,"Ударников пр., д.30, к.1",6
7.345,Красногвардейский,"Ударников пр., д.32, к.1",10
7.346,Красногвардейский,"Ударников пр., д.43, к.1",2
7.347,Красногвардейский,"Ударников пр., д.43, к.3",2
7.348,Красногвардейский,"Ударников пр., д.52, к.2",6
7.349,Красногвардейский,"Ударников пр., д.56, к.1",16
7.350,Красногвардейский,"Хасанская ул., д. 15",9
7.351,Красногвардейский,"Хасанская ул., д.10, к.1",3
7.352,Красногвардейский,"Хасанская ул., д.18, к.1",7
7.353,Красногвардейский,"Хасанская ул., д.20",2
7.354,Красногвардейский,"Хасанская ул., д.22, к.1",2
7.355,Красногвардейский,"Хасанская ул., д.26, к.1",7
7.356,Красногвардейский,"Хасанская ул., д.8, к.1",10
7.357,Красногвардейский,"Шаумяна пр., д.27",4
7.358,Красногвардейский,"Шаумяна пр., д.33",4
7.359,Красногвардейский,"Шаумяна пр., д.39",4
7.360,Красногвардейский,"Шаумяна пр., д.43",4
7.361,Красногвардейский,"Шаумяна пр., д.45",3
7.362,Красногвардейский,"Шаумяна пр., д.47",4
7.363,Красногвардейский,"Шаумяна пр., д.53",4
7.364,Красногвардейский,"Шаумяна пр., д.55",3
7.365,Красногвардейский,"Шаумяна пр., д.57",4
7.366,Красногвардейский,"Шаумяна пр., д.59",4
7.367,Красногвардейский,"Шаумяна пр., д.63",4
7.368,Красногвардейский,"Шаумяна пр., д.67",4
7.369,Красногвардейский,"Шаумяна пр., д.69",3
7.370,Красногвардейский,"Шаумяна пр., д.73",3
7.371,Красногвардейский,"Шаумяна пр., д.75",4
7.372,Красногвардейский,"Шаумяна пр., д.77",4
7.373,Красногвардейский,"Шаумяна пр., д.79",4
7.374,Красногвардейский,"Шаумяна пр., д.81",3
7.375,Красногвардейский,"Энергетиков пр., д. 28, корп. 1",3
7.376,Красногвардейский,"Энергетиков пр., д. 32, корп. 1",3
7.377,Красногвардейский,"Энергетиков пр., д.28, к.1",5
7.378,Красногвардейский,"Энергетиков пр., д.28, к.2",5
7.379,Красногвардейский,"Энергетиков пр., д.28, к.3",5
7.380,Красногвардейский,"Энергетиков пр., д.28, к.4",5
7.381,Красногвардейский,"Энергетиков пр., д.28, к.5",5
7.382,Красногвардейский,"Энергетиков пр., д.28, к.6",5
7.383,Красногвардейский,"Энергетиков пр., д.28, к.7",5
7.384,Красногвардейский,"Энергетиков пр., д.28, к.8",5
7.385,Красногвардейский,"Энергетиков пр., д.30, к.1",7
7.386,Красногвардейский,"Энергетиков пр., д.31, к.1",6
7.387,Красногвардейский,"Энергетиков пр., д.31, к.2",6
7.388,Красногвардейский,"Энергетиков пр., д.32, к.1",5
7.389,Красногвардейский,"Энергетиков пр., д.32, к.2",5
7.390,Красногвардейский,"Энергетиков пр., д.35, к.2",8
7.391,Красногвардейский,"Энергетиков пр., д.40, к.2",5
7.392,Красногвардейский,"Энергетиков пр., д.40, к.3",5
7.393,Красногвардейский,"Энергетиков пр., д.42",5
7.394,Красногвардейский,"Энергетиков пр., д.46, к.2",8
7.395,Красногвардейский,"Энергетиков пр., д.48",4
7.396,Красногвардейский,"Энергетиков пр., д.52",5
7.397,Красногвардейский,"Энергетиков пр., д.54, к.2, п.1",4
7.398,Красногвардейский,"Энергетиков пр., д.62",5
7.399,Красногвардейский,"Энергетиков пр., д.66, к.1",4
7.400,Красногвардейский,"Энергетиков пр., д.66, к.2",8
7.401,Красногвардейский,"Энергетиков пр., д.68",5
7.402,Красногвардейский,"Энергетиков пр., д.72, к.1",6
7.403,Красногвардейский,"Энергетиков пр., д.72, к.2",8
7.404,Красногвардейский,"Энтузиастов пр., д.22, к.1",9
7.405,Красногвардейский,"Энтузиастов пр., д.22, к.2",7
7.406,Красногвардейский,"Энтузиастов пр., д.28, к.1",14
7.407,Красногвардейский,"Энтузиастов пр., д.28, к.3",7
7.408,Красногвардейский,"Энтузиастов пр., д.37/12",1
7.409,Красногвардейский,"Энтузиастов пр., д.39, к.1",3
7.410,Красногвардейский,"Энтузиастов пр., д.40, к.1",14
7.411,Красногвардейский,"Энтузиастов пр., д.40, к.2",12
7.412,Красногвардейский,"Энтузиастов пр., д.44",12
7.413,Красногвардейский,"Энтузиастов пр., д.46, к.2",8
7.414,Красногвардейский,"Энтузиастов пр., д.47, к.4",1
7.415,Красногвардейский,"Энтузиастов пр., д.49, к.1",1
7.416,Красногвардейский,"Энтузиастов пр., д.51, к.2",1
7.417,Красногвардейский,"Энтузиастов пр., д.51, к.3",7
7.418,Красногвардейский,"Энтузиастов пр., д.54, к.1",4
7.419,Красногвардейский,"Энтузиастов пр., д.54, к.2",6
7.420,Красногвардейский,"Энтузиастов пр., д.54, к.3",2
7.421,Красногвардейский,"Энтузиастов пр., д.56",5
7.422,Красногвардейский ,"Заневский пр., д. 67, корп. 2",1
7.423,Красногвардейский ,Пересечение пр. Косыгина и Индустриального пр.,1
8.1,Красносельский,"2-я Комсомольская ул., д.40, к.1",6
8.2,Красносельский,"Авангардная ул., д.20, к.1",2
8.3,Красносельский,"Авангардная ул., д.24",2
8.4,Красносельский,"Авангардная ул., д.47",3
8.5,Красносельский,"Авангардная ул., д.49",5
8.6,Красносельский,"Брестский бул., д.19, к.2",1
8.7,Красносельский,"Ветеранов пр., д.115",3
8.8,Красносельский,"Ветеранов пр., д.118",7
8.9,Красносельский,"Ветеранов пр., д.130",8
8.10,Красносельский,"Ветеранов пр., д.131",3
8.11,Красносельский,"Ветеранов пр., д.135",1
8.12,Красносельский,"Ветеранов пр., д.139, к.1",1
8.13,Красносельский,"Ветеранов пр., д.141",8
8.14,Красносельский,"Ветеранов пр., д.142",9
8.15,Красносельский,"Ветеранов пр., д.143, к.2",3
8.16,Красносельский,"Ветеранов пр., д.149",1
8.17,Красносельский,"Ветеранов пр., д.150",1
8.18,Красносельский,"Ветеранов пр., д.151, к.3",1
8.19,Красносельский,"Ветеранов пр., д.153",3
8.20,Красносельский,"Ветеранов пр., д.155",5
8.21,Красносельский,"Ветеранов пр., д.158",1
8.22,Красносельский,"Ветеранов пр., д.166",7
8.23,Красносельский,"Героев пр., д.26, к.3",13
8.24,Красносельский,"Десантников ул., д.20",2
8.25,Красносельский,"Десантников ул., д.22",3
8.26,Красносельский,"Десантников ул., д.24",5
8.27,Красносельский,"Доблести ул., д.17, к.2",8
8.28,Красносельский,"Доблести ул., д.17. к.2",1
8.29,Красносельский,"Доблести ул., д.18. к.2",1
8.30,Красносельский,"Доблести ул., д.24, к.2",1
8.31,Красносельский,"Доблести ул., д.34",1
8.32,Красносельский,"Добровольцев ул., д.26",3
8.33,Красносельский,"Добровольцев ул., д.46",4
8.34,Красносельский,"Добровольцев ул., д.54",4
8.35,Красносельский,"Добровольцев ул., д.58",7
8.36,Красносельский,"Добровольцев ул., д.62, к.1",4
8.37,Красносельский,"Добровольцев ул., д.60, к.2",12
8.38,Красносельский,"Здоровцева ул., д.33, к.1",1
8.39,Красносельский,"Котина ул., д.2",6
8.40,Красносельский,"Котина ул., д.6, к.3",3
8.41,Красносельский,"Котина ул., д.7, к.1",5
8.42,Красносельский,"Красное село, Ленина пр., д. 103",2
8.43,Красносельский,"Красное Село, Ленина пр., д.110",2
8.44,Красносельский,"Красное Село, Ленина пр., д.112",3
8.45,Красносельский,"Красное Село, Ленина пр., д.73",1
8.46,Красносельский,"Красное Село, Ленина пр., д.77",1
8.47,Красносельский,"Красное Село, Лермонтова ул., д.26",2
8.48,Красносельский,"Кузнецова пр., д.19",1
8.49,Красносельский,"Кузнецова пр., д.24, к.1",1
8.50,Красносельский,"Кузнецова пр., д.25, к.2",1
8.51,Красносельский,"Ленинский пр., д.100, к.2",6
8.52,Красносельский,"Ленинский пр., д.81, к.2",1
8.53,Красносельский,"Ленинский пр., д.92, к.1",6
8.54,Красносельский,"Ленинский пр., д.94, к.2",3
8.55,Красносельский,"Ленинский пр., д.97, к.2",1
8.56,Красносельский,"Ленинский пр., д.97, к.3",3
8.57,Красносельский,"Ленинский пр., д.98, к.1",3
8.58,Красносельский,"Летчика Пилютова ул., д.41",4
8.59,Красносельский,"Летчика Пилютова ул., д.50",2
8.60,Красносельский,"Маршала Жукова пр., д.33, к.1",4
8.61,Красносельский,"Маршала Жукова пр., д.33, корп.1",2
8.62,Красносельский,"Маршала Жукова пр., д.37, к.3",4
8.63,Красносельский,"Маршала Захарова ул., д.12",10
8.64,Красносельский,"Маршала Захарова ул., д.18, к.1",10
8.65,Красносельский,"Маршала Захарова ул., д.20",1
8.66,Красносельский,"Маршала Захарова ул., д.21",5
8.67,Красносельский,"Маршала Захарова ул., д.23",6
8.68,Красносельский,"Маршала Захарова ул., д.28",12
8.69,Красносельский,"Маршала Захарова ул., д.28, к.1",1
8.70,Красносельский,"Маршала Захарова ул., д.31",9
8.71,Красносельский,"Маршала Захарова ул., д.34",9
8.72,Красносельский,"Маршала Захарова ул., д.37, к.2",5
8.73,Красносельский,"Маршала Захарова ул., д.52",2
8.74,Красносельский,"Маршала Захарова ул., д.56А",4
8.75,Красносельский,"Маршала Захарова ул., д.58",1
8.76,Красносельский,"Маршала Захарова ул., д.9",1
8.77,Красносельский,"Маршала Казакова ул., д.28, к.1",6
8.78,Красносельский,"Маршала Казакова ул., д.30",12
8.79,Красносельский,"Маршала Казакова ул., д.38, к.1",5
8.80,Красносельский,мост Ахмата Кадырова,16
8.81,Красносельский,"Народного Ополчения пр., д.205",6
8.82,Красносельский,"Народного Ополчения пр., д.211, к.1",2
8.83,Красносельский,"Народного Ополчения пр., д.215",3
8.84,Красносельский,"Народного Ополчения пр., д.221",6
8.85,Красносельский,"Народного Ополчения пр., д.241, к.5",1
8.86,Красносельский,"Отважных ул., д.3",4
8.87,Красносельский,"Партизана Германа ул., д.12",4
8.88,Красносельский,"Партизана Германа ул., д.14, к. 2",4
8.89,Красносельский,"Партизана Германа ул., д.14/117",5
8.90,Красносельский,"Партизана Германа ул., д.22",4
8.91,Красносельский,"Партизана Германа ул., д.24",4
8.92,Красносельский,"Партизана Германа ул., д.26, к.1",3
8.93,Красносельский,"Партизана Германа ул., д.33, к.3",5
8.94,Красносельский,"Партизана Германа ул., д.41",7
8.95,Красносельский,"Партизана Германа ул., д.45",5
8.96,Красносельский,"Партизана Германа ул., д.5",4
8.97,Красносельский,"Партизана Германа ул., д.6",4
8.98,Красносельский,"Партизана Германа ул., д.8",4
8.99,Красносельский,"Петергофское ш., д.1, к.1",5
8.100,Красносельский,"Петергофское ш., д.21, к.2",1
8.101,Красносельский,"Петергофское ш., д.3, к.2",11
8.102,Красносельский,"Петергофское ш., д.5, к.3",3
8.103,Красносельский,"Петергофское ш., д.7, к.1",3
8.104,Красносельский,"Пионерстроя ул., д.10",1
8.105,Красносельский,"Пионерстроя ул., д.10, к.2",1
8.106,Красносельский,"Пионерстроя ул., д.14, к.3",1
8.107,Красносельский,"Пионерстроя ул., д.4",1
8.108,Красносельский,"Пионерстроя ул., д.9, к.1",1
8.109,Красносельский,"Пограничника Гарькавого ул., д.14",4
8.110,Красносельский,"Пограничника Гарькавого ул., д.22",1
8.111,Красносельский,"Пограничника Гарькавого ул., д.28, к.1",1
8.112,Красносельский,"Пограничника Гарькавого ул., д.36, к.1",6
8.113,Красносельский,"Пограничника Гарькавого ул., д.38, к.3",1
8.114,Красносельский,"Пограничника Гарькавого ул., д.40, к.3",1
8.115,Красносельский,"Пограничника Гарькавого ул., д.53, к.1",1
8.116,Красносельский,"Рихарда Зорге ул., д.1",1
8.117,Красносельский,"Рихарда Зорге ул., д.13, к.1",7
8.118,Красносельский,"Рихарда Зорге ул., д.13, к.2",1
8.119,Красносельский,"Рихарда Зорге ул., д.18",1
8.120,Красносельский,"Рихарда Зорге ул., д.6, к.2",6
8.121,Красносельский,"Рихарда Зорге ул., д.7, к.2",1
8.122,Красносельский,"Тамбасова ул., д.32",1
8.123,Красносельский,"Тамбасова ул., д.36, к.1",1
8.124,Красносельский,"Чекистов ул., д.13",4
8.125,Красносельский,"Чекистов ул., д.20",4
8.126,Красносельский,"Чекистов ул., д.28",9
9.1,Кронштадтский ,"Кронштадт, Андреевская ул., д.7",3
9.2,Кронштадтский ,"Кронштадт, Арсенальный пер., д.2",3
9.3,Кронштадтский ,"Кронштадт, Арсенальный пер., д.2, лит.Щ",2
9.4,Кронштадтский ,"Кронштадт, Большевистская ул., д.6-8",1
9.5,Кронштадтский ,"Кронштадт, Восстания ул., д.80",1
9.6,Кронштадтский ,"Кронштадт, Газовый Завод ул., д.1-2",2
9.7,Кронштадтский ,"Кронштадт, Гусева ул., д.10",4
9.8,Кронштадтский ,"Кронштадт, Зосимова ул., д.1",1
9.9,Кронштадтский ,"Кронштадт, Зосимова ул., д.13",1
9.10,Кронштадтский ,"Кронштадт, Зосимова ул., д.2",1
9.11,Кронштадтский ,"Кронштадт, Зосимова ул., д.3",1
9.12,Кронштадтский ,"Кронштадт, Зосимова ул., д.4",4
9.13,Кронштадтский ,"Кронштадт, Интернациональная ул., д.6",2
9.14,Кронштадтский ,"Кронштадт, Карла Маркса ул., д.13",3
9.15,Кронштадтский ,"Кронштадт, Коммунистическая ул., д.1, к.2",3
9.16,Кронштадтский ,"Кронштадт, Коммунистическая ул., д.16",2
9.17,Кронштадтский ,"Кронштадт, Коммунистическая ул., д.6",1
9.18,Кронштадтский ,"Кронштадт, Коммунистическая ул., д.7АЭ",12
9.19,Кронштадтский ,"Кронштадт, Комсомола ул., д.2А",2
9.20,Кронштадтский ,"Кронштадт, Комсомола ул., д.4",3
9.21,Кронштадтский ,"Кронштадт, Кронштадтское ш. д.12 ",1
9.22,Кронштадтский ,"Кронштадт, Кронштадтское ш., д.1",3
9.23,Кронштадтский ,"Кронштадт, Кронштадтское ш., д.10, к.1",1
9.24,Кронштадтский ,"Кронштадт, Кронштадтское ш., д.10, к.2",1
9.25,Кронштадтский ,"Кронштадт, Кронштадтское ш., д.10, к.3",1
9.26,Кронштадтский ,"Кронштадт, Кронштадтское ш., д.14, к.2",1
9.27,Кронштадтский ,"Кронштадт, Кронштадтское ш., д.16",4
9.28,Кронштадтский ,"Кронштадт, Кронштадтское ш., д.21, к.2",1
9.29,Кронштадтский ,"Кронштадт, Кронштадтское ш., д.28",2
9.30,Кронштадтский ,"Кронштадт, Кронштадтское ш., д.34",6
9.31,Кронштадтский ,"Кронштадт, Кронштадтское ш., д.36",6
9.32,Кронштадтский ,"Кронштадт, Кронштадтское ш., д.38",3
9.33,Кронштадтский ,"Кронштадт, Кронштадтское ш., д.6, к.1",1
9.34,Кронштадтский ,"Кронштадт, Кронштадтское ш., д.6, к.2 ",1
9.35,Кронштадтский ,"Кронштадт, Кронштадтское ш., д.8",1
9.36,Кронштадтский ,"Кронштадт, Кронштадтское ш., д.9, лит.ВД",1
9.37,Кронштадтский ,"Кронштадт, Лазаревский пер., д.4А",1
9.38,Кронштадтский ,"Кронштадт, Лебедева ул., д.5А",1
9.39,Кронштадтский ,"Кронштадт, Ленина пр., д.1",1
9.40,Кронштадтский ,"Кронштадт, Ленина пр., д.10",1
9.41,Кронштадтский ,"Кронштадт, Ленина пр., д.12",1
9.42,Кронштадтский ,"Кронштадт, Ленина пр., д.13",4
9.43,Кронштадтский ,"Кронштадт, Ленина пр., д.16",2
9.44,Кронштадтский ,"Кронштадт, Ленина пр., д.19",2
9.45,Кронштадтский ,"Кронштадт, Ленина пр., д.21",1
9.46,Кронштадтский ,"Кронштадт, Ленина пр., д.23",1
9.47,Кронштадтский ,"Кронштадт, Ленина пр., д.25 ",1
9.48,Кронштадтский ,"Кронштадт, Ленина пр., д.26",1
9.49,Кронштадтский ,"Кронштадт, Ленина пр., д.28",1
9.50,Кронштадтский ,"Кронштадт, Ленина пр., д.3",3
9.51,Кронштадтский ,"Кронштадт, Ленина пр., д.36 ",1
9.52,Кронштадтский ,"Кронштадт, Ленина пр., д.40 ",1
9.53,Кронштадтский ,"Кронштадт, Ленина пр., д.41",1
9.54,Кронштадтский ,"Кронштадт, Ленина пр., д.45",2
9.55,Кронштадтский ,"Кронштадт, Ленина пр., д.49",2
9.56,Кронштадтский ,"Кронштадт, Ленина пр., д.5, лит.А",1
9.57,Кронштадтский ,"Кронштадт, Ленина пр., д.5, лит.В",1
9.58,Кронштадтский ,"Кронштадт, Ленина пр., д.51",1
9.59,Кронштадтский ,"Кронштадт, Ленина пр., д.57",2
9.60,Кронштадтский ,"Кронштадт, Ленина пр., д.8",2
9.61,Кронштадтский ,"Кронштадт, Ленина пр., д.9",4
9.62,Кронштадтский ,"Кронштадт, Ленинградская ул., д.10  ",1
9.63,Кронштадтский ,"Кронштадт, Ленинградская ул., д.10А",1
9.64,Кронштадтский ,"Кронштадт, Ленинградская ул., д.12",1
9.65,Кронштадтский ,"Кронштадт, Литке ул., д.10",1
9.66,Кронштадтский ,"Кронштадт, Макаровская ул., д.4",3
9.67,Кронштадтский ,"Кронштадт, Манежный пер., д.1",4
9.68,Кронштадтский ,"Кронштадт, Манежный пер., д.2",1
9.69,Кронштадтский ,"Кронштадт, Мануильского ул., д.2",1
9.70,Кронштадтский ,"Кронштадт, Мануильского ул., д.22",2
9.71,Кронштадтский ,"Кронштадт, Петровская ул., д.16",3
9.72,Кронштадтский ,"Кронштадт, Петровская ул., д.18",1
9.73,Кронштадтский ,"Кронштадт, Петровская ул., д.7",1
9.74,Кронштадтский ,"Кронштадт, Петровский парк",7
9.75,Кронштадтский ,"Кронштадт, Рошаля пл., д.4/11",1
9.76,Кронштадтский ,"Кронштадт, Советская ул., д.1",1
9.77,Кронштадтский ,"Кронштадт, Советская ул., д.1/5",2
9.78,Кронштадтский ,"Кронштадт, Советская ул., д.11",3
9.79,Кронштадтский ,"Кронштадт, Советская ул., д.13",1
9.80,Кронштадтский ,"Кронштадт, Советская ул., д.15",1
9.81,Кронштадтский ,"Кронштадт, Советская ул., д.19",1
9.82,Кронштадтский ,"Кронштадт, Советская ул., д.21",1
9.83,Кронштадтский ,"Кронштадт, Советская ул., д.31 ",1
9.84,Кронштадтский ,"Кронштадт, Советская ул., д.33",3
9.85,Кронштадтский ,"Кронштадт, Советская ул., д.35",4
9.86,Кронштадтский ,"Кронштадт, Советская ул., д.37",2
9.87,Кронштадтский ,"Кронштадт, Советская ул., д.39",2
9.88,Кронштадтский ,"Кронштадт, Советская ул., д.41",2
9.89,Кронштадтский ,"Кронштадт, Советская ул., д.43",2
9.90,Кронштадтский ,"Кронштадт, Советская ул., д.45",2
9.91,Кронштадтский ,"Кронштадт, Советская ул., д.47",2
9.92,Кронштадтский ,"Кронштадт, Советская ул., д.49",2
9.93,Кронштадтский ,"Кронштадт, Советская ул., д.7",1
9.94,Кронштадтский ,"Кронштадт, Советский мост",1
9.95,Кронштадтский ,"Кронштадт, Станюковича ул., д.10",4
9.96,Кронштадтский ,"Кронштадт, Станюковича ул., д.6",3
9.97,Кронштадтский ,"Кронштадт, Станюковича ул., д.8",2
9.98,Кронштадтский ,"Кронштадт, Тулонская алл., д.11",4
9.99,Кронштадтский ,"Кронштадт, Флотская ул., д.1",1
9.100,Кронштадтский ,"Кронштадт, Флотская ул., д.12",2
9.101,Кронштадтский ,"Кронштадт, Флотская ул., д.29",2
9.102,Кронштадтский ,"Кронштадт, Цитадельская дор., д.2",1
9.103,Кронштадтский ,"Кронштадт, Цитадельское ш., д.2",6
9.104,Кронштадтский ,"Кронштадт, Цитадельское ш., д.30",4
9.105,Кронштадтский ,"Кронштадт, Цитадельское ш., д.31",4
9.106,Кронштадтский ,"Кронштадт, Цитадельское ш., д.45",2
9.107,Кронштадтский ,"Кронштадт, Широкая ул., д.20",5
9.108,Кронштадтский ,"Кронштадт, Якорная пл., д.2",3
9.109,Кронштадтский ,"Кронштадт, Якорная пл., д.2 А ",2
9.110,Кронштадтский ,"Кронштадт, Якорная пл., д.3",5
9.111,Кронштадтский ,"Кронштадт, Якорная пл., д.3, лит.Б",1
10.1,Курортный,"г. Сестрорецк, Парковая, ул., д. 16",3
10.2,Курортный,"пос. Репино, Вокзальная ул.,  д. 1",2
10.3,Курортный,"пос. Репино, Луговая ул., д. 10",3
10.4,Курортный,"Приморское шоссе, д. 394 корп. 2",3
10.5,Курортный,"Приморское шоссе, д. 593Н",1
10.6,Курортный ,"Белоостров, Зеленогорское ш., 1-й км",2
10.7,Курортный ,"г. Сестрорецк, Александра Паншина, ул., д. 20",7
10.8,Курортный ,"г. Сестрорецк, Александра Паншина, ул., д. 21",6
10.9,Курортный ,"г. Сестрорецк, Володарского ул., д.17",2
10.10,Курортный ,"г. Сестрорецк, Воскова, ул., д. 10",3
10.11,Курортный ,"г. Сестрорецк, Всеволода Боброва, ул., д. 20",10
10.12,Курортный ,"г. Сестрорецк, Всеволода Боброва, ул., д. 21",7
10.13,Курортный ,"г. Сестрорецк, Всеволода Боброва, ул., д. 25",7
10.14,Курортный ,"г. Сестрорецк, Всеволода Боброва, ул., д. 27",7
10.15,Курортный ,"г. Сестрорецк, Всеволода Боброва, ул., д. 30",7
10.16,Курортный ,"г. Сестрорецк, Всеволода Боброва, ул., д. 31",6
10.17,Курортный ,"г. Сестрорецк, Всеволода Боброва, ул., д. 33",6
10.18,Курортный ,"г. Сестрорецк, Всеволода Боброва, ул., д. 37",6
10.19,Курортный ,"г. Сестрорецк, карман Приморского ш. -  ул. 3-я Поперечная, пересечение",4
10.20,Курортный ,"г. Сестрорецк, Николая Соколова, ул., д. 21",9
10.21,Курортный ,"г. Сестрорецк, Николая Соколова, ул., д. 28",7
10.22,Курортный ,"г. Сестрорецк, Николая Соколова, ул., д. 30",6
10.23,Курортный ,"г. Сестрорецк, Николая Соколова, ул., д. 31",8
10.24,Курортный ,"г. Сестрорецк, Николая Соколова, ул., д. 34",7
10.25,Курортный ,"г. Сестрорецк, Николая Соколова, ул., д. 36",6
10.26,Курортный ,"г. Сестрорецк, Николая Соколова, ул., д. 40",5
10.27,Курортный ,"г. Сестрорецк, Первого Мая, ул., д. 1",2
10.28,Курортный ,"г. Сестрорецк, Первого Мая, ул., д. 1, п. 1",6
10.29,Курортный ,"г. Сестрорецк, Первого Мая, ул., д. 2, п. 1",4
10.30,Курортный ,"г. Сестрорецк, Первого Мая, ул., д. 3",2
10.31,Курортный ,"г. Сестрорецк, Первого Мая, ул., д. 3, п. 1",6
10.32,Курортный ,"г. Сестрорецк, Приморское ш. -  ул. 3-я Поперечная – ул. Гагаринская, пересечение",3
10.33,Курортный ,"г. Сестрорецк, Приморское ш., д.324, п. 1",2
10.34,Курортный ,"г. Сестрорецк, Токарева ул. д. 1, пешеходный переход",2
10.35,Курортный ,"г. Сестрорецк, ул. Коробицына – 4-я линия, пересечение",2
10.36,Курортный ,"г. Сестрорецк, Финский залив, пляж ""Дубковский"" автостоянка",2
10.37,Курортный ,"Зеленогорск, Вокзальная ул., д.1",2
10.38,Курортный ,"Зеленогорск, Вокзальная ул., д.2",1
10.39,Курортный ,"Зеленогорск, Вокзальная ул., д.9",5
10.40,Курортный ,"Зеленогорск, Золотой пляж",4
10.41,Курортный ,"Зеленогорск, Комсомольская ул., д.10",5
10.42,Курортный ,"Зеленогорск, Комсомольская ул., д.17",3
10.43,Курортный ,"Зеленогорск, Комсомольская ул., д.25",1
10.44,Курортный ,"Зеленогорск, Комсомольская ул., д.27",1
10.45,Курортный ,"Зеленогорск, Комсомольская ул., д.3",1
10.46,Курортный ,"Зеленогорск, Комсомольская ул., д.35/15",2
10.47,Курортный ,"Зеленогорск, Комсомольская ул., д.6",5
10.48,Курортный ,"Зеленогорск, Красноармейская ул., д.4",2
10.49,Курортный ,"Зеленогорск, Красных командиров пр., д.45",2
10.50,Курортный ,"Зеленогорск, Ленина пр., д.1",3
10.51,Курортный ,"Зеленогорск, Ленина пр., д.12",4
10.52,Курортный ,"Зеленогорск, Ленина пр., д.13",5
10.53,Курортный ,"Зеленогорск, Ленина пр., д.15",3
10.54,Курортный ,"Зеленогорск, Ленина пр., д.20А",3
10.55,Курортный ,"Зеленогорск, Ленина пр., д.21А",2
10.56,Курортный ,"Зеленогорск, Ленина пр., д.21Б",3
10.57,Курортный ,"Зеленогорск, Ленина пр., д.21В",2
10.58,Курортный ,"Зеленогорск, Ленина пр., д.22",3
10.59,Курортный ,"Зеленогорск, Ленина пр., д.24",3
10.60,Курортный ,"Зеленогорск, Ленина пр., д.25",10
10.61,Курортный ,"Зеленогорск, Ленина пр., д.26",3
10.62,Курортный ,"Зеленогорск, Ленина пр., д.28",3
10.63,Курортный ,"Зеленогорск, Ленина пр., д.44",5
10.64,Курортный ,"Зеленогорск, Привокзальная ул., д.3",8
10.65,Курортный ,"Зеленогорск, Привокзальная ул., д.5",6
